,a/brisbane/10/2007,a/fujian/411/2002,a/indiana/8/2011,a/moscow/10/1999,a/perth/16/2009,a/swine/arkansas/a01840240/2014,a/swine/california/a01459016/2015,a/swine/illinois/a00843193/2014,a/swine/illinois/a01201606/2011,a/swine/illinois/a01241066/2012,a/swine/illinois/a01241469/2012,a/swine/illinois/a01327868/2012,a/swine/illinois/a01327903/2012,a/swine/illinois/a01462475/2015,a/swine/illinois/a01475273/2014,a/swine/illinois/a01475803/2014,a/swine/illinois/a01489882/2015,a/swine/illinois/a01493027/2014,a/swine/illinois/a01502036/2014,a/swine/illinois/a01503899/2014,a/swine/illinois/a01555180/2014,a/swine/illinois/a01555638/2015,a/swine/illinois/a01728585/2015,a/swine/illinois/a01840351/2015,a/swine/illinois/a02076652/2015,a/swine/indiana/a00968373/2012,a/swine/indiana/a01202866/2011,a/swine/indiana/a01260268/2013,a/swine/indiana/a01260466/2014,a/swine/indiana/a01260591/2014,a/swine/indiana/a01729045/2016,a/swine/indiana/a01812162/2016,a/swine/iowa/a01049750/2011,a/swine/iowa/a01202613/2011,a/swine/iowa/a01202889/2011,a/swine/iowa/a01203121/2012,a/swine/iowa/a01203196/2012,a/swine/iowa/a01290671/2013,a/swine/iowa/a01300195/2012,a/swine/iowa/a01432500/2013,a/swine/iowa/a01432770/2013,a/swine/iowa/a01432826/2013,a/swine/iowa/a01480656/2014,a/swine/iowa/a01501685/2014,a/swine/iowa/a01729543/2016,a/swine/iowa/a01730108/2016,a/swine/iowa/a01733626/2016,a/swine/michigan/a01203498/2012,a/swine/michigan/a01259000/2012,a/swine/michigan/a01432375/2013,a/swine/minnesota/a01049936/2011,a/swine/minnesota/a01125993/2012,a/swine/minnesota/a01277201/2012,a/swine/minnesota/a01280592/2013,a/swine/minnesota/a01300213/2012,a/swine/minnesota/a01327922/2012,a/swine/minnesota/a01365586/2013,a/swine/minnesota/a01366992/2014,a/swine/minnesota/a01432544/2013,a/swine/minnesota/a01471950/2015,a/swine/minnesota/a01480518/2014,a/swine/minnesota/a01847477/2015,a/swine/missouri/a01410819/2014,a/swine/missouri/a01476459/2012,a/swine/nebraska/a01241171/2012,a/swine/nebraska/a01271549/2012,a/swine/nebraska/a01478775/2015,a/swine/nebraska/a01493501/2014,a/swine/nebraska/a01567651/2015,a/swine/north_carolina/a01410118/2014,a/swine/north_carolina/a01410709/2014,a/swine/north_carolina/a01432566/2013,a/swine/north_carolina/a01476722/2014,a/swine/north_carolina/a01730588/2016,a/swine/north_carolina/a01732564/2016,a/swine/oklahoma/a01776961/2016,a/swine/pennsylvania/a01076777/2010,a/swine/texas/4199-1/1998,a/swine/texas/a01049914/2011,a/swine/wyoming/a01381202/2013,a/swine/wyoming/a01397400/2013,a/swine/wyoming/a01444562/2013,a/swine/wyoming/a01444566/2013,a/swine/wyoming/a01445305/2013,a/sydney/5/1997,a/turkey/ohio/313053/2004,a/victoria/361/2011,a/wisconsin/67/2005,a/wuhan/359/1995,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_Random Forest,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_Random Forest,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_Random Forest,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_Random Forest,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_Random Forest,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_Random Forest,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_Random Forest,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_Random Forest,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_Random Forest,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_Random Forest,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_Random Forest,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_Random Forest,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_Random Forest,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_Random Forest,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_Random Forest,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_AdaBoosted,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_AdaBoosted,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_AdaBoosted,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_AdaBoosted,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_AdaBoosted,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_AdaBoosted,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_AdaBoosted,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_AdaBoosted,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_AdaBoosted,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_AdaBoosted,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_AdaBoosted,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_AdaBoosted,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_AdaBoosted,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_AdaBoosted,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_AdaBoosted
a/swine/illinois/a01241469/2012,9.763915597,8.550866762,1.5774549619999998,6.071201551000001,7.103263322999999,2.8806591860000004,2.995662034,2.193621865,3.616315386,2.048028385,0.0,4.449173068,3.2124515739999997,4.980092528,2.706502056,7.126085505,4.549110599,5.108174805,4.555156164,1.7419815419999998,2.631488942,2.174677745,5.414516268,2.1925803719999997,2.8227825269999998,1.736703431,6.324314964,4.233296318,2.385550675,3.071684206,6.404350397000001,7.51278147,2.162452385,1.125999953,1.699846899,2.071522448,6.414069102999999,2.5026413180000002,3.5587973610000003,5.612152616,3.025654575,2.415975289,2.5837833409999997,2.191527999,3.282547223,7.133048136,2.135468397,1.663001462,0.5368063,5.609325642999999,2.960122396,2.6843624210000003,3.537214751,3.088755223,2.8145715960000004,2.864265495,6.900566996,2.166127188,2.929488567,3.231293385,2.638879945,3.1967550119999997,6.731359707999999,7.437879177999999,4.65346458,6.313931257,3.2406021380000003,2.618405591,2.43793137,2.278235865,2.251147057,5.409989472,3.132614176,1.494526309,7.37201143,1.823419084,1.54309169,5.596078916000001,2.233188411,1.486704264,2.3375014469999997,2.659686906,2.967363704,2.96369583,6.688649904,1.075057984,7.605617434,8.229599142,5.6273573820000005,1.7972197478268561,3.2794913181559964,1.8106947856948563,3.0220692656160013,4.697144353963672,6.9740349781080075,1.7972197478268561,3.0220692656160013,4.640023568423673,1.707425644422854,1.7238228089948548,1.707425644422854,1.707425644422854,1.7707316602948557,1.8603644027819968,1.649754795,2.914787089,1.649754795,2.431511726,4.133683914,7.066302649,1.649754795,2.431511726,4.218274064,1.649754795,1.591155568,1.649754795,1.649754795,1.649754795,1.727261925
a/swine/illinois/a01327868/2012,11.76234673,10.15562251,5.6310309279999995,6.206634317000001,10.40970312,7.074824344,7.197680701,3.199769564,8.063297742,3.946498024,4.449173068,0.0,4.35327402,1.7285903980000001,5.221692647,7.728968171,5.927801892000001,1.4418736380000001,5.297086963,5.274609528,6.313302682000001,5.205876764,1.700251335,3.636794974,6.266479215,5.531082931,7.530846674,1.291291125,3.425865632,7.315812912,7.670911144,8.364712704,4.112213736,5.070424348,6.035627336,3.4119086839999997,7.036492657,6.709442673,7.614968235,4.184972384,7.049901225,6.803338537999999,2.787906361,3.441217799,1.5259671369999999,8.047279,5.576653567,3.495986901,4.580008058,7.111594555,2.33183378,5.5859679820000006,3.023748482,7.0566363910000005,7.198264497,7.203141567,8.092679855,5.51533169,7.160157227000001,3.540881244,5.570423856000001,7.220273401,8.615976652,9.915527778,2.8471559760000003,3.98996352,1.930012343,5.153041948,5.301826376,3.031514804,3.2426132919999997,5.326084542,2.151236694,5.408373957999999,8.445148589,4.397868904,5.766800427000001,4.018274137,3.924485215,4.730218127,6.176852761,5.05399578,4.036638353,4.14184368,6.023442772999999,3.6641345189999996,10.8897222,10.22444552,5.390512441,5.163069802812012,5.296871698676007,5.151467222924009,5.295993256702014,4.087639050520003,8.650939424593993,5.163069802812012,5.295993256702014,3.8438419927080014,4.927117615532007,4.934519078704007,4.927117615532007,4.927117615532007,4.992634082992012,4.917509242870006,5.274609528,4.944868194,5.274609528,5.215728399,3.5628060460000004,8.615976652,5.274609528,5.215728399,3.449856964,5.205876764,5.205876764,5.205876764,5.205876764,5.079059453,5.188861311
a/swine/illinois/a01327903/2012,9.201371298,8.028598599,3.215325685,4.05485397,7.409867658,4.239674024,4.406577264,1.98508558,5.609596849,4.452304095,3.2124515739999997,4.35327402,0.0,3.9063861639999997,4.619472748,8.31292964,6.097832094,4.000722467,5.843077741,4.212009192,2.910044862,2.7754207789999996,4.41308148,2.6994636069999998,2.622519344,4.324782163,8.504583112,3.634892212,1.419624323,4.3982271630000005,7.554810236000001,8.870976332,4.378642232,2.719113176,3.8389671030000003,4.261945632,8.335559659,4.340287764,5.443233544,4.865179808,3.754093842,4.300731827,3.173706695,2.368907419,2.881144509,8.376184809,2.234707017,1.972429507,3.237573985,7.975800294,3.092849334,1.7739739630000002,1.4806310390000001,5.678693445,4.634862792,4.511395476000001,8.096460655,2.323629859,5.302845785,1.75856535,1.8312127809999998,3.869799819,6.921212892000001,7.751249583,2.528551663,4.933449707,2.605658107,1.5704781780000001,1.755306499,3.0342734360000003,2.457834525,5.968051936,2.677879209,3.860678657,8.669273486,2.644820292,4.536315552,6.0645649210000006,4.57049005,2.172310163,3.4401210360000003,1.7515412419999998,1.7217866259999999,1.591155568,5.234805474,3.345883389,8.053877716,7.5237338010000006,6.254748496,3.932585311516504,5.035307167654004,3.898444736164504,4.925812992061998,4.050244997852001,7.1293033256340035,3.932585311516504,4.925812992061998,4.0414587900060015,3.916731782438003,3.9323766327280025,3.916731782438003,3.916731782438003,3.883687819160503,3.7175964980179983,4.212009192,4.324782163,3.894909995,4.324782163000001,3.449856964,7.103263322999999,4.212009192,4.324782163000001,3.4281018010000004,3.99376584,3.89570883,3.99376584,3.99376584,3.860678657,3.5997154960000004
a/swine/illinois/a01462475/2015,10.72410679,9.104606693,6.034724421,4.801335123,9.874851587,7.147732323,7.271062069,3.0699141410000004,8.435410135,4.595754798,4.980092528,1.7285903980000001,3.9063861639999997,0.0,5.346243353,7.448082929,5.882069351,1.045942957,5.188268764,5.590276857999999,6.390639256,5.648244257000001,0.551709653,4.33308776,6.234051276000001,5.882295787,7.872423925,0.8411381259999999,3.175395505,7.414728642,7.331534625,8.152297981,4.585461241,5.259135011000001,6.499969062000001,4.164420925,7.297189498,6.8619694870000005,7.728515217000001,2.978624373,7.0617458310000005,7.075953671000001,2.8343892360000003,3.277609936,1.8074339590000001,7.767531807999999,5.543456482000001,3.8577998589999996,5.188861311,7.562482161,3.253403674,5.356765685,2.617874117,7.4413250820000005,7.57442651,7.395175687,7.768759383,5.374737842999999,7.484630556,3.683201726,5.486633753,7.230485343,7.859596563999999,9.233061988,1.7754723719999999,2.405831604,1.762306194,5.14180139,5.298719837,3.111069483,3.112016372,4.817202339,1.906554405,6.110511193,8.176924856,4.963192675,6.336787042999999,3.7044375560000002,4.571717286,4.732719981,6.132489335,4.636915639,3.417363557,3.52847512,4.555998233,4.483796056,10.36806989,9.196680747,4.928649942,5.6108163239460085,5.469020845830004,5.588619963344007,5.659312842044012,3.5689321679780037,8.320972047046004,5.6108163239460085,5.659312842044012,3.3897061822160066,5.545285288618006,5.530536470098003,5.545285288618006,5.545285288618006,5.44330769219801,5.389924176858012,5.3643492219999995,5.153041948,5.3643492219999995,5.590276857999999,3.3063337180000003,8.640022925,5.3643492219999995,5.590276857999999,3.199769564,5.590276857999999,5.590276857999999,5.590276857999999,5.590276857999999,5.153041948,5.274609528
a/swine/illinois/a01475273/2014,8.076988842,6.692450107999999,3.8707077869999997,5.470703605,5.930907186000001,3.4710688739999997,3.462875752,3.020732603,4.514481173,1.803340497,2.706502056,5.221692647,4.619472748,5.346243353,0.0,4.491153338,1.917803453,5.934843988,2.161782261,1.201269519,4.433531126,4.745723189,5.774779491,4.6447092869999995,4.516817231,1.505035422,4.031103921000001,4.645905922,3.456143136,3.8143370489999997,3.7110416230000003,4.842325915,1.366398301,2.798465208,3.708826297,2.271926641,4.110194868,2.795743874,2.987401306,4.51233344,4.123941255,3.482113135,2.574762246,2.538180123,4.269117979,4.449435725,3.701529093,3.777658335,3.2322730610000003,3.476526565,4.876437238,4.060674713,4.899261913,2.505549989,4.290533305,3.6784588080000002,4.199033029,3.200950948,2.877848695,5.265580808999999,4.439128113,4.316790523,4.573544257,5.477066027,5.529098461,5.754216125,4.014786567,4.65172905,4.408889432,2.3699164969999997,2.598761869,3.2544934569999997,3.658036035,4.009259596000001,4.672811166000001,4.443075213999999,2.5309826440000003,4.147905228,1.8129071490000002,2.789579536,2.7231780519999997,3.300101347,3.294354133,3.377985872,5.539828018,3.348668204,6.251198769,6.734787591,3.465596053,4.173323214594001,3.971321043034569,4.2662321448120055,3.4676077071640026,4.943483700083666,5.394612823197993,4.173323214594001,3.4676077071640026,4.937328008933666,3.9452047016940006,3.99259370976,3.9452047016940006,3.9452047016940006,4.199312924506002,4.114032102916002,4.358605658,4.057629042,4.443075213999999,3.539392772,4.645905922,5.477066027,4.358605658,3.539392772,4.645905922,4.0092595960000015,4.0092595960000015,4.0092595960000015,4.0092595960000015,4.439128113,4.0092595960000015
a/swine/illinois/a01475803/2014,7.695655288999999,6.1090605060000005,8.349013692,6.953245617,7.4542710660000004,7.534777603999999,7.471807697999999,6.668678227999999,8.544080717,5.533696696,7.126085505,7.728968171,8.31292964,7.448082929,4.491153338,0.0,2.589704314,8.358868359,2.694394968,5.660663308999999,8.746942425,9.159598057,7.696066195,8.778232756,8.748329551,5.9122597489999995,2.8121935839999996,7.039441105,7.127189883,7.8812156060000005,1.360619531,0.762649664,5.165515649,7.206710636,8.17816804,5.855959593,2.358477338,6.919946286,6.504590481,5.111246336000001,8.261015233,7.754919786,5.778072797,6.159177633,7.371660662000001,0.567461395,7.940129806,7.871209638,7.6575339510000004,3.369987213,8.546236882999999,8.105465877,8.293588779,6.187843063,8.601727663,7.81597053,1.116002374,7.327105765,6.782189338999999,9.110726697999999,8.620808622,8.437823522,4.266255328,5.47556981,8.284269101,6.5872138389999995,7.070804171,8.841401914,8.635384765,5.827171162000001,6.148944573,2.6885080360000004,6.666071937999999,8.471345428,0.966029887,8.770376361,6.882456811,4.081542369,5.3982828860000005,7.025026691,6.84281165,7.057368387,6.61535665,6.748583007000001,5.874596222,7.526438456,7.391354271,7.041266836,2.544160773,7.545534409032013,6.6117035504279995,7.582299607340016,6.659055581806,5.811357747994004,5.066427874121988,7.545534409032013,6.659055581806,5.840876507300003,7.225415238891998,7.251266446919996,7.225415238891998,7.225415238891998,7.517817599390013,7.874442183871998,7.736324056,6.711044009,8.101724531,7.193367311,6.586058706,4.266255328,7.736324056,7.193367311,6.586058706,7.22697324,7.22697324,7.22697324,7.22697324,7.948033087000001,8.349013692
a/swine/illinois/a01489882/2015,7.787352867,6.2401387779999995,5.786181472000001,5.8402108010000005,6.410241047,5.1860433960000005,5.145638975,4.38535264,6.194345208,3.0674626289999996,4.549110599,5.927801892000001,6.097832094,5.882069351,1.917803453,2.589704314,0.0,6.65861125,0.832804613,3.0875771739999998,6.288119924,6.6122640420000005,6.227059571,6.309912661,6.330500879,3.356661406,2.66899724,5.29105235,4.864858372,5.535093205,2.042515145,2.975232969,2.661782353,4.679979669,5.617286912999999,3.4594472130000002,2.5354403999999997,4.5247752530000005,4.345434339,4.242922768,5.893095954,5.299505194,3.578985874,3.8665679280000003,5.306045104,2.601657739,5.506563223,5.427474889,5.078389109,2.484275981,6.2520521979999994,5.762550833,6.174659888,3.890056345,6.127286111,5.428686592999999,2.4711942209999997,4.940882284,4.4435437,6.795939972,6.213014515,6.079797776,4.038441079,5.191984625,6.466285351000001,5.711087094,5.027638015,6.416946868999999,6.198581637,3.539392772,3.87389289,2.061257934,4.62552828,5.8817224910000006,2.875302229,6.238893199,4.332627554,3.38536649,2.961497263,4.56597092,4.461638283,4.814582303,4.509986831,4.632137175,5.321651561,5.008797511,6.55701835,6.685582287000001,2.155548122,5.578774883063476,5.093386864718,5.505474161411481,5.000443073715989,4.889888496979992,5.193168203736015,5.578774883063476,5.000443073715989,4.831101773098563,5.343367163285982,5.325629945261982,5.343367163285982,5.343367163285982,5.496394344953479,5.408897135013981,6.127286111000002,4.56597092,5.9702284379999995,5.187714825,4.632137175,5.191984625,6.127286111000002,5.187714825,4.443075213999999,5.265580808999999,5.265580808999999,5.265580808999999,5.265580808999999,5.8817224910000006,5.259135011000001
a/swine/illinois/a01493027/2014,11.58981241,10.01717283,6.05492861,5.570777347000001,10.53549875,7.45187052,7.590141922999999,3.421288618,8.618741767000001,4.949150878,5.108174805,1.4418736380000001,4.000722467,1.045942957,5.934843988,8.358868359,6.65861125,0.0,5.999946167999999,5.999983595,6.466664034,5.475605252,0.9834438590000001,4.02535244,6.328639745,6.257839161000001,8.552370595,1.367870931,3.449856964,7.684716009,8.230101591,9.044308233999999,5.0281407080000005,5.473836226,6.566578145,4.455396102,8.018494345,7.2037528239999995,8.168206039,4.0230165,7.282444867000001,7.292162527,3.3609066160000003,3.746724903,1.8412641140000001,8.672757336,5.717236388,3.812501257,5.215728399,8.177813893,2.812801173,5.547928281,2.5456509919999997,7.8291694320000005,7.684520056,7.6460162039999995,8.674033097,5.669342605,7.826763537000001,3.336671289,5.551678376,7.439804916,8.755916469,10.07054736,1.8429391730000002,3.3594899039999997,2.042436818,5.1082491569999995,5.31905542,3.596183992,3.5810206819999997,5.765888088,2.350428513,6.040064045,9.077840463,4.763230504,6.551106519,4.578559415,4.946458596,5.005835523,6.504897586,5.025686191,3.926239185,4.008400927,5.516432126000001,4.447342163,11.06025435,10.02346192,5.87218879,5.657745511794009,5.2804497304220055,5.6412405304820075,5.691605203775209,3.556364195678004,8.549085309348003,5.657745511794009,5.691605203775209,3.3671063758200064,5.592935831741201,5.571112961425201,5.592935831741201,5.592935831741201,5.480226319892008,5.40532937907921,5.3643492219999995,5.04354082,5.3643492219999995,5.590276857999999,3.3063337180000003,8.755916469,5.3643492219999995,5.590276857999999,3.2426132919999997,5.610509169,5.610509169,5.610509169,5.610509169,5.188861311,5.3643492219999995
a/swine/illinois/a01502036/2014,8.081310407,6.4396927360000005,5.8915872,5.502691706,6.947462849,5.543205716,5.528464546,4.059501573,6.6454194410000005,2.959020981,4.555156164,5.297086963,5.843077741,5.188268764,2.161782261,2.694394968,0.832804613,5.999946167999999,0.0,3.3290000610000003,6.406862854,6.580691927999999,5.504956963,6.092221315,6.418034102000001,3.6451304860000002,3.056995783,4.635753816999999,4.558121113,5.89911153,2.430874452,3.237670387,2.570344921,4.748352243,5.812635485,3.235257958,2.662315396,4.905879066000001,4.904354155,3.527670899,6.157331055,5.632872319,3.126879554,3.5615438839999998,4.782137317,2.8651494,5.558063167999999,5.20765432,5.083900282,2.926372906,5.869000045,5.754737887999999,5.751145032,4.442673257,6.449559082,5.802687175,2.843317727,5.003946549,4.943834869,6.473415269,6.194748281,6.351132407000001,4.364053377,5.672653401,5.911836348,4.979470899,4.5049880060000005,6.331394307,6.154901174,3.159832918,3.5332765839999998,1.4004932030000001,4.102837071000001,5.9702284379999995,3.2202172360000003,6.128609728,4.607655385,2.557470994,2.8299811910000003,4.543924575,4.707068799,4.738022306,4.2171930810000005,4.358605658,4.830008413,4.873220375,7.1375820270000006,6.923088086,1.477137833,5.542030021371488,5.072680218793999,5.521708121015482,4.9575612935619935,4.474257127997068,5.392645675185987,5.542030021371488,4.9575612935619935,4.496396171749068,5.229265962178001,5.279939195749996,5.229265962178001,5.229265962178001,5.473817266197486,5.353283012923992,5.9702284379999995,4.607655385,5.9702284379999995,5.079439833,4.184972384,5.477066027,5.9702284379999995,5.079439833,4.408889432,5.027638015,5.027638015,5.027638015,5.027638015,5.9702284379999995,5.083900282000001
a/swine/illinois/a01503899/2014,8.628529147,7.391805405,2.76959464,5.900747197,6.0048730070000005,2.6066688890000003,2.622813767,2.8563357999999996,3.487414602,1.72979626,1.7419815419999998,5.274609528,4.212009192,5.590276857999999,1.201269519,5.660663308999999,3.0875771739999998,5.999983595,3.3290000610000003,0.0,3.4821780639999997,3.748702278,6.036683766,3.884590896,3.645991576,0.357735542,4.883252105,4.843782784,3.202225991,2.911224942,4.837720023,5.9662690000000005,1.522697322,1.8775322819999998,2.537503852,2.167278042,5.079439833,1.9106408869999998,2.442849017,5.301793955,3.2322028119999997,2.4195708369999998,2.77659034,2.510042683,4.195774312,5.592035554,2.895124646,3.1400519780000002,2.217760073,4.2023992219999995,4.402599053,3.4058787839999995,4.641712684,1.851133546,3.165111858,2.7043061789999996,5.317928049,2.540356224,2.0271764340000002,4.710133365,3.6593854660000003,3.421128087,5.3650172430000005,6.048071727000001,5.523588361,6.367703907,4.01369896,3.8755512889999997,3.605001033,2.4809258130000003,2.6003770680000002,4.391479764,3.73828635,2.8708715939999996,5.785505446,3.53572294,1.363138955,5.067346013,1.8514168619999998,2.12524426,2.0115157519999998,2.970070205,3.286447734,3.323470299,6.279904482,2.582002836,6.398195202999999,7.222072602000001,4.608563452,2.805194108437997,3.706963756202,2.833942429092,3.3087831222700053,4.842411460943669,5.869074928197988,2.805194108437997,3.3087831222700053,4.84220323277167,2.6061194077515992,2.6418575422116004,2.6061194077515992,2.6061194077515992,2.7892461137439986,2.649569856248003,2.985540344,3.701529093,2.8708715939999996,2.914787089,4.449173068,5.933303745,2.985540344,2.914787089,4.4680349999999995,2.8708715939999996,2.8708715939999996,2.8708715939999996,2.8708715939999996,2.8708715939999996,2.582002836
a/swine/illinois/a01555180/2014,9.15091389,8.324075144,1.333857543,5.962564179,6.18032445,2.01680767,2.201344287,3.513542648,2.940936705,4.556915503,2.631488942,6.313302682000001,2.910044862,6.390639256,4.433531126,8.746942425,6.288119924,6.466664034,6.406862854,3.4821780639999997,0.0,1.798844244,6.892746294,3.236203122,0.435220695,3.337269595,8.346437717999999,5.858721052999999,3.2591395430000003,1.9658850630000002,7.739900201,9.105426883,4.519432094,1.7639969690000001,1.7153314519999998,4.627725728,8.519775613,2.448057951,3.605078715,6.903535944,1.2390737490000001,1.941112252,4.497175673,3.629004662,4.881375199,8.647448941,0.981541819,2.839027663,2.465981841,7.672268602999999,4.448518866000001,1.375763052,4.101794616,4.033575119,1.949020239,2.074354279,8.264629821,1.561418159,3.3630802060000002,3.5646823469999998,1.098283025,1.284157815,6.98533143,7.287568512000001,5.337816281,7.427216877999999,4.714720548,1.560923344,1.23478195,4.188458354,3.7902556689999995,7.046979228,4.674181226,2.3730676269999997,8.828835684,2.428335565,3.079825234,7.590883094,4.732988947,2.015647324,2.028369145,2.408653271,3.520472116,3.393691033,7.2275454120000004,3.355277722,6.822391139,7.581695742999999,7.3411742239999995,2.9151139748385213,3.989969822174004,2.93253077458252,3.805500489148353,5.33416581766,6.582935134149487,2.9151139748385213,3.805500489148353,5.278581271005996,3.0844875035899944,3.082304178741994,3.0844875035899944,3.0844875035899944,2.8949254184165216,3.0073184273250795,2.715215798,3.6394538180000002,2.7359168663437496,3.4821780639999997,5.103518112,6.98533143,2.715215798,3.4821780639999997,4.842325915,3.0938932410000004,3.0938932410000004,3.0938932410000004,3.0938932410000004,2.7359168663437496,2.715215798
a/swine/illinois/a01555638/2015,10.63573809,9.619168854,1.273398671,6.587696386,7.83931477,3.399872975,3.5747228960000004,3.17266228,3.91492803,4.153816173,2.174677745,5.205876764,2.7754207789999996,5.648244257000001,4.745723189,9.159598057,6.6122640420000005,5.475605252,6.580691927999999,3.748702278,1.798844244,0.0,6.074575505,1.673861571,1.965204545,3.6576375860000003,8.493405297,5.079059453,2.948416092,3.396441437,8.356678023999999,9.572292051,4.290458298,2.086489711,1.917726033,4.0337632889999995,8.580271923,3.514328743,4.742958814,6.881120028,2.90725418,2.9466557260000004,4.097418558999999,3.470414326,3.9671859389999997,9.15546095,1.950263638,1.8649039580000002,1.74312411,7.7715011689999995,3.032144583,2.299363868,3.3941269530000002,4.666041656,2.802539743,3.3124006660000003,8.875931288,2.535036386,4.183883511,2.425661105,1.729740619,2.980127672,8.130932024,8.670067063,4.721983283999999,7.211620872,3.99376584,1.426958336,1.430458976,3.8396449360000005,3.548047697,7.2434037920000005,4.081218756,1.5668887669999998,9.391511716,0.8456197670000001,3.165090138,7.3225615710000005,4.33263838,2.327707928,3.198050911,3.085319418,3.677788834,3.586170019,7.643228266,2.295371082,8.452414835,9.025828296,7.491631977999999,1.6178414478045755,3.2556682681059974,1.8818101639825728,3.483198817121908,4.780947362346815,7.5670272471539475,1.6178414478045755,3.483198817121908,4.757665135841673,1.7831995767605744,1.9639815708645727,1.7831995767605744,1.7831995767605744,1.8091935239465733,2.296130753278241,1.4194924340000001,3.165090138,1.5668887669999998,2.879539579,4.057227889,8.130932024,1.4194924340000001,2.879539579,4.139169785,1.673861571,1.74312411,1.673861571,1.673861571,1.533938034,1.918889448
a/swine/illinois/a01728585/2015,11.18815883,9.546231375,6.495648912999999,5.248610231000001,10.40408358,7.662380081,7.7852108079999995,3.580409478,8.91501299,4.942661903,5.414516268,1.700251335,4.41308148,0.551709653,5.774779491,7.696066195,6.227059571,0.9834438590000001,5.504956963,6.036683766,6.892746294,6.074575505,0.0,4.686402071,6.744727821000001,6.330664042,8.103132472,1.20594511,3.69845306,7.9281278120000005,7.663981391,8.405640395,4.958009825,5.752448836,6.957169145,4.490436654,7.4889093639999995,7.361392323,8.222203771,3.2549101719999998,7.582859579,7.565994458,3.2730762939999996,3.7857948830000003,2.190811874,8.043979432,6.060145682000001,4.296831143,5.610509169,7.81479851,3.515062702,5.884821102999999,3.0725985000000002,7.8857505,8.051017578,7.8969278670000005,8.08162292,5.905155098,7.95399774,4.0637396610000005,5.992479733,7.751698016000001,8.307770988,9.709670444,2.183855239,2.554086068,2.236161028,5.625166662000001,5.79275444,3.5628060460000004,3.612226847,5.101057537,2.395916288,6.516676617000001,8.461502566,5.3643492219999995,6.764745481,3.8120519689999997,4.90778733,5.245812336,6.654274002999999,5.183127652,3.96736266,4.0789805,4.89100655,4.851766554,10.88839346,9.679673895,5.18053485,5.577132756188012,5.4494687895180025,5.5497283077620105,5.836943134900017,3.608058540628004,8.497324165719974,5.577132756188012,5.836943134900017,3.4191451455540056,5.856409766950012,5.678859356562069,5.856409766950012,5.856409766950012,5.689044006006004,5.6767868421840175,5.414516268,5.274609528,5.3643492219999995,5.673187335,3.3063337180000003,8.755916469,5.414516268,5.673187335,3.2730762940000004,5.610509169,5.610509169,5.610509169,5.610509169,5.3643492219999995,5.610509169
